country,code,GDP,year,metric,value,lat,lon
Algeria,DZA,12128,2013,Political Stability and Absence of Violence/Terrorism,-1.2,28,3
Algeria,DZA,12128,2013,Regulatory Quality,-1.14,28,3
Algeria,DZA,12128,2013,Rule of Law,-0.69,28,3
Algeria,DZA,12128,2013,Voice and Accountability,-0.89,28,3
Algeria,DZA,12128,2014,Control of Corruption,-0.61,28,3
Algeria,DZA,12128,2014,Government Effectiveness,-0.34,28,3
Algeria,DZA,12128,2014,Political Stability and Absence of Violence/Terrorism,-1.19,28,3
Algeria,DZA,12128,2014,Regulatory Quality,-1.3,28,3
Algeria,DZA,12128,2014,Rule of Law,-0.8,28,3
Algeria,DZA,12128,2014,Voice and Accountability,-0.81,28,3
Algeria,DZA,12128,2015,Control of Corruption,-0.62,28,3
Algeria,DZA,12128,2015,Government Effectiveness,-0.38,28,3
Algeria,DZA,12128,2015,Political Stability and Absence of Violence/Terrorism,-1.09,28,3
Algeria,DZA,12128,2015,Regulatory Quality,-1.23,28,3
Algeria,DZA,12128,2015,Rule of Law,-0.93,28,3
Algeria,DZA,12128,2015,Voice and Accountability,-0.85,28,3
Algeria,DZA,12128,2016,Control of Corruption,-0.65,28,3
Algeria,DZA,12128,2016,Government Effectiveness,-0.43,28,3
Algeria,DZA,12128,2016,Political Stability and Absence of Violence/Terrorism,-1.1,28,3
Algeria,DZA,12128,2016,Regulatory Quality,-1.23,28,3
Algeria,DZA,12128,2016,Rule of Law,-0.91,28,3
Algeria,DZA,12128,2016,Voice and Accountability,-0.86,28,3
Algeria,DZA,12128,2017,Control of Corruption,-0.58,28,3
Algeria,DZA,12128,2017,Government Effectiveness,-0.51,28,3
Algeria,DZA,12128,2017,Political Stability and Absence of Violence/Terrorism,-0.92,28,3
Algeria,DZA,12128,2017,Regulatory Quality,-1.26,28,3
Algeria,DZA,12128,2017,Rule of Law,-0.91,28,3
Algeria,DZA,12128,2017,Voice and Accountability,-0.9,28,3
Algeria,DZA,12128,2018,Control of Corruption,-0.64,28,3
Algeria,DZA,12128,2018,Government Effectiveness,-0.46,28,3
Algeria,DZA,12128,2018,Political Stability and Absence of Violence/Terrorism,-0.84,28,3
Algeria,DZA,12128,2018,Regulatory Quality,-1.33,28,3
Algeria,DZA,12128,2018,Rule of Law,-0.79,28,3
Algeria,DZA,12128,2018,Voice and Accountability,-1,28,3
Algeria,DZA,12128,2019,Control of Corruption,-0.64,28,3
Algeria,DZA,12128,2019,Government Effectiveness,-0.54,28,3
Algeria,DZA,12128,2019,Political Stability and Absence of Violence/Terrorism,-1.04,28,3
Algeria,DZA,12128,2019,Regulatory Quality,-1.37,28,3
Algeria,DZA,12128,2019,Rule of Law,-0.85,28,3
Algeria,DZA,12128,2019,Voice and Accountability,-1.05,28,3
Algeria,DZA,12128,2020,Control of Corruption,-0.65,28,3
Algeria,DZA,12128,2020,Government Effectiveness,-0.54,28,3
Algeria,DZA,12128,2020,Political Stability and Absence of Violence/Terrorism,-0.84,28,3
Algeria,DZA,12128,2020,Regulatory Quality,-1.34,28,3
Algeria,DZA,12128,2020,Rule of Law,-0.79,28,3
Algeria,DZA,12128,2020,Voice and Accountability,-1.09,28,3
Algeria,DZA,12128,2021,Control of Corruption,-0.61,28,3
Algeria,DZA,12128,2021,Government Effectiveness,-0.62,28,3
Algeria,DZA,12128,2021,Political Stability and Absence of Violence/Terrorism,-0.88,28,3
Algeria,DZA,12128,2021,Regulatory Quality,-1.17,28,3
Algeria,DZA,12128,2021,Rule of Law,-0.82,28,3
Algeria,DZA,12128,2021,Voice and Accountability,-1.01,28,3
Angola,AGO,6491,2012,Control of Corruption,-1.3,-12.5,18.5
Angola,AGO,6491,2012,Government Effectiveness,-0.99,-12.5,18.5
Angola,AGO,6491,2012,Political Stability and Absence of Violence/Terrorism,-0.39,-12.5,18.5
Angola,AGO,6491,2012,Regulatory Quality,-0.99,-12.5,18.5
Angola,AGO,6491,2012,Rule of Law,-1.3,-12.5,18.5
Angola,AGO,6491,2012,Voice and Accountability,-1.08,-12.5,18.5
Angola,AGO,6491,2013,Control of Corruption,-1.34,-12.5,18.5
Angola,AGO,6491,2013,Government Effectiveness,-1.25,-12.5,18.5
Angola,AGO,6491,2013,Political Stability and Absence of Violence/Terrorism,-0.39,-12.5,18.5
Angola,AGO,6491,2013,Regulatory Quality,-1.04,-12.5,18.5
Angola,AGO,6491,2013,Rule of Law,-1.29,-12.5,18.5
Angola,AGO,6491,2013,Voice and Accountability,-1.11,-12.5,18.5
Angola,AGO,6491,2014,Control of Corruption,-1.46,-12.5,18.5
Angola,AGO,6491,2014,Government Effectiveness,-1.06,-12.5,18.5
Angola,AGO,6491,2014,Political Stability and Absence of Violence/Terrorism,-0.33,-12.5,18.5
Angola,AGO,6491,2014,Regulatory Quality,-0.86,-12.5,18.5
Angola,AGO,6491,2014,Rule of Law,-1.07,-12.5,18.5
Angola,AGO,6491,2014,Voice and Accountability,-1.15,-12.5,18.5
Angola,AGO,6491,2015,Control of Corruption,-1.41,-12.5,18.5
Angola,AGO,6491,2015,Government Effectiveness,-0.89,-12.5,18.5
Angola,AGO,6491,2015,Political Stability and Absence of Violence/Terrorism,-0.5,-12.5,18.5
Angola,AGO,6491,2015,Regulatory Quality,-0.84,-12.5,18.5
Angola,AGO,6491,2015,Rule of Law,-1.01,-12.5,18.5
Angola,AGO,6491,2015,Voice and Accountability,-1.18,-12.5,18.5
Angola,AGO,6491,2016,Control of Corruption,-1.47,-12.5,18.5
Angola,AGO,6491,2016,Government Effectiveness,-0.94,-12.5,18.5
Angola,AGO,6491,2016,Political Stability and Absence of Violence/Terrorism,-0.32,-12.5,18.5
Angola,AGO,6491,2016,Regulatory Quality,-0.96,-12.5,18.5
Angola,AGO,6491,2016,Rule of Law,-0.99,-12.5,18.5
Angola,AGO,6491,2016,Voice and Accountability,-1.14,-12.5,18.5
Angola,AGO,6491,2017,Control of Corruption,-1.43,-12.5,18.5
Angola,AGO,6491,2017,Government Effectiveness,-0.92,-12.5,18.5
Angola,AGO,6491,2017,Political Stability and Absence of Violence/Terrorism,-0.38,-12.5,18.5
Angola,AGO,6491,2017,Regulatory Quality,-1.03,-12.5,18.5
Angola,AGO,6491,2017,Rule of Law,-1.03,-12.5,18.5
Angola,AGO,6491,2017,Voice and Accountability,-1.1,-12.5,18.5
Angola,AGO,6491,2018,Control of Corruption,-1.18,-12.5,18.5
Angola,AGO,6491,2018,Government Effectiveness,-0.98,-12.5,18.5
Angola,AGO,6491,2018,Political Stability and Absence of Violence/Terrorism,-0.34,-12.5,18.5
Angola,AGO,6491,2018,Regulatory Quality,-0.79,-12.5,18.5
Angola,AGO,6491,2018,Rule of Law,-0.99,-12.5,18.5
Angola,AGO,6491,2018,Voice and Accountability,-0.91,-12.5,18.5
Angola,AGO,6491,2019,Control of Corruption,-1.08,-12.5,18.5
Angola,AGO,6491,2019,Government Effectiveness,-1.08,-12.5,18.5
Angola,AGO,6491,2019,Political Stability and Absence of Violence/Terrorism,-0.36,-12.5,18.5
Angola,AGO,6491,2019,Regulatory Quality,-0.82,-12.5,18.5
Angola,AGO,6491,2019,Rule of Law,-0.99,-12.5,18.5
Angola,AGO,6491,2019,Voice and Accountability,-0.78,-12.5,18.5
Angola,AGO,6491,2020,Control of Corruption,-0.95,-12.5,18.5
Angola,AGO,6491,2020,Government Effectiveness,-1.2,-12.5,18.5
Angola,AGO,6491,2020,Political Stability and Absence of Violence/Terrorism,-0.51,-12.5,18.5
Angola,AGO,6491,2020,Regulatory Quality,-0.84,-12.5,18.5
Angola,AGO,6491,2020,Rule of Law,-0.91,-12.5,18.5
Angola,AGO,6491,2020,Voice and Accountability,-0.8,-12.5,18.5
Angola,AGO,6491,2021,Control of Corruption,-0.66,-12.5,18.5
Angola,AGO,6491,2021,Government Effectiveness,-1.06,-12.5,18.5
Angola,AGO,6491,2021,Political Stability and Absence of Violence/Terrorism,-0.71,-12.5,18.5
Angola,AGO,6491,2021,Regulatory Quality,-0.66,-12.5,18.5
Angola,AGO,6491,2021,Rule of Law,-0.95,-12.5,18.5
Angola,AGO,6491,2021,Voice and Accountability,-0.84,-12.5,18.5
Argentina,ARG,23650,2012,Control of Corruption,-0.45,-34,-64
Argentina,ARG,23650,2012,Government Effectiveness,-0.21,-34,-64
Argentina,ARG,23650,2012,Political Stability and Absence of Violence/Terrorism,0.1,-34,-64
Argentina,ARG,23650,2012,Regulatory Quality,-0.9,-34,-64
Argentina,ARG,23650,2012,Rule of Law,-0.62,-34,-64
Argentina,ARG,23650,2012,Voice and Accountability,0.3,-34,-64
Argentina,ARG,23650,2013,Control of Corruption,-0.43,-34,-64
Argentina,ARG,23650,2013,Government Effectiveness,-0.25,-34,-64
Argentina,ARG,23650,2013,Political Stability and Absence of Violence/Terrorism,0.07,-34,-64
Argentina,ARG,23650,2013,Regulatory Quality,-0.93,-34,-64
Argentina,ARG,23650,2013,Rule of Law,-0.66,-34,-64
Argentina,ARG,23650,2013,Voice and Accountability,0.28,-34,-64
Argentina,ARG,23650,2014,Control of Corruption,-0.55,-34,-64
Argentina,ARG,23650,2014,Government Effectiveness,-0.11,-34,-64
Argentina,ARG,23650,2014,Political Stability and Absence of Violence/Terrorism,-0.01,-34,-64
Argentina,ARG,23650,2014,Regulatory Quality,-1.07,-34,-64
Argentina,ARG,23650,2014,Rule of Law,-0.87,-34,-64
Argentina,ARG,23650,2014,Voice and Accountability,0.35,-34,-64
Argentina,ARG,23650,2015,Control of Corruption,-0.56,-34,-64
Argentina,ARG,23650,2015,Government Effectiveness,-0.02,-34,-64
Argentina,ARG,23650,2015,Political Stability and Absence of Violence/Terrorism,0.01,-34,-64
Argentina,ARG,23650,2015,Regulatory Quality,-0.88,-34,-64
Argentina,ARG,23650,2015,Rule of Law,-0.73,-34,-64
Argentina,ARG,23650,2015,Voice and Accountability,0.41,-34,-64
Argentina,ARG,23650,2016,Control of Corruption,-0.27,-34,-64
Argentina,ARG,23650,2016,Government Effectiveness,0.25,-34,-64
Argentina,ARG,23650,2016,Political Stability and Absence of Violence/Terrorism,0.2,-34,-64
Argentina,ARG,23650,2016,Regulatory Quality,-0.34,-34,-64
Argentina,ARG,23650,2016,Rule of Law,-0.3,-34,-64
Argentina,ARG,23650,2016,Voice and Accountability,0.49,-34,-64
Argentina,ARG,23650,2017,Control of Corruption,-0.28,-34,-64
Argentina,ARG,23650,2017,Government Effectiveness,0.16,-34,-64
Argentina,ARG,23650,2017,Political Stability and Absence of Violence/Terrorism,0.17,-34,-64
Argentina,ARG,23650,2017,Regulatory Quality,-0.18,-34,-64
Argentina,ARG,23650,2017,Rule of Law,-0.22,-34,-64
Argentina,ARG,23650,2017,Voice and Accountability,0.53,-34,-64
Argentina,ARG,23650,2018,Control of Corruption,-0.07,-34,-64
Argentina,ARG,23650,2018,Government Effectiveness,0.05,-34,-64
Argentina,ARG,23650,2018,Political Stability and Absence of Violence/Terrorism,0.01,-34,-64
Argentina,ARG,23650,2018,Regulatory Quality,-0.18,-34,-64
Argentina,ARG,23650,2018,Rule of Law,-0.2,-34,-64
Argentina,ARG,23650,2018,Voice and Accountability,0.53,-34,-64
Argentina,ARG,23650,2019,Control of Corruption,-0.08,-34,-64
Argentina,ARG,23650,2019,Government Effectiveness,-0.1,-34,-64
Argentina,ARG,23650,2019,Political Stability and Absence of Violence/Terrorism,-0.09,-34,-64
Argentina,ARG,23650,2019,Regulatory Quality,-0.44,-34,-64
Argentina,ARG,23650,2019,Rule of Law,-0.41,-34,-64
Argentina,ARG,23650,2019,Voice and Accountability,0.57,-34,-64
Argentina,ARG,23650,2020,Control of Corruption,-0.14,-34,-64
Argentina,ARG,23650,2020,Government Effectiveness,-0.22,-34,-64
Argentina,ARG,23650,2020,Political Stability and Absence of Violence/Terrorism,-0.08,-34,-64
Argentina,ARG,23650,2020,Regulatory Quality,-0.48,-34,-64
Argentina,ARG,23650,2020,Rule of Law,-0.47,-34,-64
Argentina,ARG,23650,2020,Voice and Accountability,0.59,-34,-64
Argentina,ARG,23650,2021,Control of Corruption,-0.4,-34,-64
Argentina,ARG,23650,2021,Government Effectiveness,-0.36,-34,-64
Argentina,ARG,23650,2021,Political Stability and Absence of Violence/Terrorism,-0.11,-34,-64
Argentina,ARG,23650,2021,Regulatory Quality,-0.62,-34,-64
Argentina,ARG,23650,2021,Rule of Law,-0.46,-34,-64
Argentina,ARG,23650,2021,Voice and Accountability,0.62,-34,-64
Armenia,ARM,15592,2012,Control of Corruption,-0.59,40,45
Armenia,ARM,15592,2012,Government Effectiveness,-0.03,40,45
Armenia,ARM,15592,2012,Political Stability and Absence of Violence/Terrorism,0.15,40,45
Armenia,ARM,15592,2012,Regulatory Quality,0.33,40,45
Armenia,ARM,15592,2012,Rule of Law,-0.42,40,45
Armenia,ARM,15592,2012,Voice and Accountability,-0.57,40,45
Armenia,ARM,15592,2013,Control of Corruption,-0.53,40,45
Armenia,ARM,15592,2013,Government Effectiveness,0.09,40,45
Armenia,ARM,15592,2013,Political Stability and Absence of Violence/Terrorism,0.11,40,45
Armenia,ARM,15592,2013,Regulatory Quality,0.24,40,45
Armenia,ARM,15592,2013,Rule of Law,-0.34,40,45
Armenia,ARM,15592,2013,Voice and Accountability,-0.59,40,45
Armenia,ARM,15592,2014,Control of Corruption,-0.57,40,45
Armenia,ARM,15592,2014,Government Effectiveness,-0.25,40,45
Armenia,ARM,15592,2014,Political Stability and Absence of Violence/Terrorism,-0.3,40,45
Armenia,ARM,15592,2014,Regulatory Quality,0.16,40,45
Armenia,ARM,15592,2014,Rule of Law,-0.42,40,45
Armenia,ARM,15592,2014,Voice and Accountability,-0.56,40,45
Armenia,ARM,15592,2015,Control of Corruption,-0.58,40,45
Armenia,ARM,15592,2015,Government Effectiveness,-0.28,40,45
Armenia,ARM,15592,2015,Political Stability and Absence of Violence/Terrorism,-0.25,40,45
Armenia,ARM,15592,2015,Regulatory Quality,0.2,40,45
Armenia,ARM,15592,2015,Rule of Law,-0.45,40,45
Armenia,ARM,15592,2015,Voice and Accountability,-0.54,40,45
Armenia,ARM,15592,2016,Control of Corruption,-0.64,40,45
Armenia,ARM,15592,2016,Government Effectiveness,-0.28,40,45
Armenia,ARM,15592,2016,Political Stability and Absence of Violence/Terrorism,-0.66,40,45
Armenia,ARM,15592,2016,Regulatory Quality,0.21,40,45
Armenia,ARM,15592,2016,Rule of Law,-0.14,40,45
Armenia,ARM,15592,2016,Voice and Accountability,-0.58,40,45
Armenia,ARM,15592,2017,Control of Corruption,-0.61,40,45
Armenia,ARM,15592,2017,Government Effectiveness,-0.22,40,45
Armenia,ARM,15592,2017,Political Stability and Absence of Violence/Terrorism,-0.62,40,45
Armenia,ARM,15592,2017,Regulatory Quality,0.24,40,45
Armenia,ARM,15592,2017,Rule of Law,-0.19,40,45
Armenia,ARM,15592,2017,Voice and Accountability,-0.56,40,45
Armenia,ARM,15592,2018,Control of Corruption,-0.39,40,45
Armenia,ARM,15592,2018,Government Effectiveness,-0.14,40,45
Armenia,ARM,15592,2018,Political Stability and Absence of Violence/Terrorism,-0.44,40,45
Armenia,ARM,15592,2018,Regulatory Quality,0.36,40,45
Armenia,ARM,15592,2018,Rule of Law,-0.18,40,45
Armenia,ARM,15592,2018,Voice and Accountability,-0.14,40,45
Armenia,ARM,15592,2019,Control of Corruption,-0.2,40,45
Armenia,ARM,15592,2019,Government Effectiveness,-0.2,40,45
Armenia,ARM,15592,2019,Political Stability and Absence of Violence/Terrorism,-0.41,40,45
Armenia,ARM,15592,2019,Regulatory Quality,0.26,40,45
Armenia,ARM,15592,2019,Rule of Law,-0.16,40,45
Armenia,ARM,15592,2019,Voice and Accountability,0.06,40,45
Armenia,ARM,15592,2020,Control of Corruption,0.02,40,45
Armenia,ARM,15592,2020,Government Effectiveness,-0.27,40,45
Armenia,ARM,15592,2020,Political Stability and Absence of Violence/Terrorism,-0.76,40,45
Armenia,ARM,15592,2020,Regulatory Quality,0.25,40,45
Armenia,ARM,15592,2020,Rule of Law,-0.1,40,45
Armenia,ARM,15592,2020,Voice and Accountability,0.05,40,45
Armenia,ARM,15592,2021,Control of Corruption,0.07,40,45
Armenia,ARM,15592,2021,Government Effectiveness,-0.25,40,45
Armenia,ARM,15592,2021,Political Stability and Absence of Violence/Terrorism,-0.84,40,45
Armenia,ARM,15592,2021,Regulatory Quality,0.15,40,45
Armenia,ARM,15592,2021,Rule of Law,-0.1,40,45
Armenia,ARM,15592,2021,Voice and Accountability,0.06,40,45
Australia,AUS,56281,2012,Control of Corruption,1.98,-27,133
Australia,AUS,56281,2012,Government Effectiveness,1.61,-27,133
Australia,AUS,56281,2012,Political Stability and Absence of Violence/Terrorism,1,-27,133
Australia,AUS,56281,2012,Regulatory Quality,1.78,-27,133
Australia,AUS,56281,2012,Rule of Law,1.76,-27,133
Australia,AUS,56281,2012,Voice and Accountability,1.5,-27,133
Australia,AUS,56281,2013,Control of Corruption,1.78,-27,133
Australia,AUS,56281,2013,Government Effectiveness,1.63,-27,133
Australia,AUS,56281,2013,Political Stability and Absence of Violence/Terrorism,1.03,-27,133
Australia,AUS,56281,2013,Regulatory Quality,1.79,-27,133
Australia,AUS,56281,2013,Rule of Law,1.77,-27,133
Australia,AUS,56281,2013,Voice and Accountability,1.44,-27,133
Australia,AUS,56281,2014,Control of Corruption,1.85,-27,133
Australia,AUS,56281,2014,Government Effectiveness,1.6,-27,133
Australia,AUS,56281,2014,Political Stability and Absence of Violence/Terrorism,1.03,-27,133
Australia,AUS,56281,2014,Regulatory Quality,1.86,-27,133
Australia,AUS,56281,2014,Rule of Law,1.92,-27,133
Australia,AUS,56281,2014,Voice and Accountability,1.36,-27,133
Australia,AUS,56281,2015,Control of Corruption,1.88,-27,133
Australia,AUS,56281,2015,Government Effectiveness,1.56,-27,133
Australia,AUS,56281,2015,Political Stability and Absence of Violence/Terrorism,0.88,-27,133
Australia,AUS,56281,2015,Regulatory Quality,1.78,-27,133
Australia,AUS,56281,2015,Rule of Law,1.82,-27,133
Australia,AUS,56281,2015,Voice and Accountability,1.36,-27,133
Australia,AUS,56281,2016,Control of Corruption,1.81,-27,133
Australia,AUS,56281,2016,Government Effectiveness,1.56,-27,133
Australia,AUS,56281,2016,Political Stability and Absence of Violence/Terrorism,1.05,-27,133
Australia,AUS,56281,2016,Regulatory Quality,1.89,-27,133
Australia,AUS,56281,2016,Rule of Law,1.75,-27,133
Australia,AUS,56281,2016,Voice and Accountability,1.35,-27,133
Australia,AUS,56281,2017,Control of Corruption,1.79,-27,133
Australia,AUS,56281,2017,Government Effectiveness,1.53,-27,133
Australia,AUS,56281,2017,Political Stability and Absence of Violence/Terrorism,0.9,-27,133
Australia,AUS,56281,2017,Regulatory Quality,1.93,-27,133
Australia,AUS,56281,2017,Rule of Law,1.68,-27,133
Australia,AUS,56281,2017,Voice and Accountability,1.38,-27,133
Australia,AUS,56281,2018,Control of Corruption,1.8,-27,133
